Date,AMZN_Close,AAPL_Close,GOOGL_Close,MSFT_Close
2015-01-02,15.425999641418457,24.3471736907959,26.381864547729492,40.1524772644043
2015-01-05,15.10949993133545,23.661273956298828,25.87918472290039,39.78324890136719
2015-01-06,14.76449966430664,23.66349983215332,25.240503311157227,39.199344635009766
2015-01-07,14.920999526977539,23.995317459106445,25.166269302368164,39.69736862182617
2015-01-08,15.02299976348877,24.917268753051758,25.253955841064453,40.86518096923828
2015-01-09,14.846500396728516,24.94399070739746,24.94556999206543,40.5217170715332
2015-01-12,14.570500373840332,24.32935905456543,24.76323127746582,40.01509094238281
2015-01-13,14.737000465393066,24.545373916625977,24.999374389648438,39.80901336669922
2015-01-14,14.66349983215332,24.45184326171875,25.205129623413086,39.46551513671875
2015-01-15,14.34749984741211,23.788209915161133,25.10947608947754,39.05335235595703
2015-01-16,14.536999702453613,23.60337257385254,25.430810928344727,39.70595932006836
2015-01-20,14.472000122070312,24.21133041381836,25.404905319213867,39.83477020263672
2015-01-21,14.862500190734863,24.396163940429688,25.925518035888672,39.43118667602539
2015-01-22,15.515999794006348,25.030841827392578,26.767963409423828,40.470184326171875
2015-01-23,15.619500160217285,25.160005569458008,26.99962615966797,40.51313400268555
2015-01-26,15.482999801635742,25.186729431152344,26.73906898498535,40.367149353027344
2015-01-27,15.337499618530273,24.30486297607422,25.96537208557129,36.631839752197266
2015-01-28,15.195500373840332,25.67888069152832,25.528955459594727,35.369564056396484
2015-01-29,15.58899974822998,26.478351593017578,25.568811416625977,36.07368469238281
2015-01-30,17.726499557495117,26.090871810913086,26.780418395996094,34.69120407104492
2015-02-02,18.223499298095703,26.418235778808594,26.513885498046875,35.44684600830078
2015-02-03,18.177499771118164,26.422685623168945,26.568689346313477,35.72161865234375
2015-02-04,18.237499237060547,26.625329971313477,26.20998764038086,35.92770767211914
2015-02-05,18.694499969482422,26.81537628173828,26.39581298828125,36.45151901245117
2015-02-06,18.714000701904297,26.589567184448242,26.59758186340332,36.41716766357422
2015-02-09,18.527999877929688,26.766189575195312,26.368412017822266,36.37423324584961
2015-02-10,18.649999618530273,27.28040313720703,26.910446166992188,36.5803108215332
2015-02-11,18.756999969482422,27.91982650756836,26.802837371826172,36.391414642333984
2015-02-12,18.85849952697754,28.273069381713867,27.201892852783203,37.00108337402344
2015-02-13,19.09149932861328,28.41168212890625,27.45846176147461,37.670867919921875
2015-02-17,18.771499633789062,28.579364776611328,27.15207290649414,37.688148498535156
2015-02-18,18.668500900268555,28.77834701538086,27.03449821472168,37.644920349121094
2015-02-19,18.950000762939453,28.717979431152344,27.223812103271484,37.61897277832031
2015-02-20,19.183000564575195,28.95273780822754,26.992151260375977,37.930301666259766
2015-02-23,19.006999969482422,29.73524284362793,26.653379440307617,38.18109130859375
2015-02-24,18.929500579833984,29.549678802490234,26.835220336914062,38.12919998168945
2015-02-25,19.26849937438965,28.79399299621582,27.267654418945312,38.0427360534668
2015-02-26,19.239999771118164,29.158422470092773,27.863492965698242,38.103271484375
2015-02-27,19.007999420166016,28.72021484375,28.029890060424805,37.92166519165039
2015-03-02,19.283000946044922,28.86107063293457,28.647151947021484,37.94759750366211
2015-03-03,19.230499267578125,28.921438217163086,28.834970474243164,37.4287109375
2015-03-04,19.13599967956543,28.738100051879883,28.812053680419922,37.23845672607422
2015-03-05,19.39150047302246,28.261890411376953,28.966495513916016,37.28168869018555
2015-03-06,19.004499435424805,28.30436897277832,28.541534423828125,36.633087158203125
2015-03-09,18.92799949645996,28.42510414123535,28.601316452026367,37.05683898925781
2015-03-10,18.475500106811523,27.837099075317383,27.891393661499023,36.34770584106445
2015-03-11,18.318500518798828,27.329586029052734,27.68414306640625,36.30446243286133
2015-03-12,18.711999893188477,27.82368278503418,27.9571533203125,35.4742546081543
2015-03-13,18.52899932861328,27.631410598754883,27.550127029418945,35.785587310791016
2015-03-16,18.667499542236328,27.935470581054688,27.98056983947754,35.941261291503906
2015-03-17,18.59600067138672,28.402746200561523,27.779796600341797,36.06232452392578
2015-03-18,18.756999969482422,28.72245216369629,28.205753326416016,36.754173278808594
2015-03-19,18.66200065612793,28.50558853149414,28.081701278686523,36.572566986083984
2015-03-20,18.92449951171875,28.147871017456055,28.145469665527344,37.082786560058594
2015-03-23,18.75550079345703,28.440752029418945,28.16639518737793,37.065494537353516
2015-03-24,18.704500198364258,28.32448959350586,28.77269744873047,37.1000862121582
2015-03-25,18.54800033569336,27.584463119506836,28.247602462768555,35.85477828979492
2015-03-26,18.36750030517578,27.776737213134766,28.0802059173584,35.6385612487793
2015-03-27,18.527999877929688,27.555400848388672,27.77680778503418,35.43101501464844
2015-03-30,18.72949981689453,28.252944946289062,27.955657958984375,35.422367095947266
2015-03-31,18.604999542236328,27.819215774536133,27.63482093811035,35.16293716430664
2015-04-01,18.51300048828125,27.778980255126953,27.375263214111328,35.21482467651367
2015-04-02,18.612499237060547,28.0181941986084,26.967741012573242,34.84294891357422
2015-04-06,18.851999282836914,28.472049713134766,27.099262237548828,35.93259048461914
2015-04-07,18.720500946044922,28.172460556030273,27.14459800720215,35.91529846191406
2015-04-08,19.059999465942383,28.080801010131836,27.342880249023438,35.8201789855957
2015-04-09,19.177000045776367,28.295427322387695,27.302026748657227,35.8720588684082
2015-04-10,19.13249969482422,28.416149139404297,27.32793426513672,36.079620361328125
2015-04-13,19.118000030517578,28.360267639160156,27.332916259765625,36.114200592041016
2015-04-14,19.25550079345703,28.2372989654541,26.891517639160156,36.01908493041992
2015-04-15,19.172500610351562,28.3446102142334,26.954288482666016,36.546627044677734
2015-04-16,19.302000045776367,28.20823097229004,27.07784080505371,36.46013259887695
2015-04-17,18.777999877929688,27.890758514404297,26.54078483581543,35.993133544921875
2015-04-20,19.475500106811523,28.52794075012207,27.128156661987305,37.108741760253906
2015-04-21,19.55900001525879,28.373672485351562,27.047948837280273,36.875247955322266
2015-04-22,19.489999771118164,28.7559871673584,27.359817504882812,37.17792892456055
2015-04-23,19.499500274658203,28.990739822387695,27.772321701049805,37.48060989379883
2015-04-24,22.2549991607666,29.127120971679688,28.579397201538086,41.39816665649414
2015-04-27,21.92799949645996,29.65699005126953,28.203758239746094,41.53652572631836
2015-04-28,21.465499877929688,29.18972396850586,28.116575241088867,42.513755798339844
2015-04-29,21.4685001373291,28.760461807250977,27.96811294555664,42.427276611328125
2015-04-30,21.089000701904297,27.980194091796875,27.339391708374023,42.064056396484375
2015-05-01,21.14349937438965,28.82976531982422,27.45846176147461,42.08135223388672
2015-05-04,21.152000427246094,28.773868560791016,27.542158126831055,41.71815490722656
2015-05-05,21.059499740600586,28.125516891479492,27.05392837524414,41.16468048095703
2015-05-06,20.954999923706055,27.94888687133789,26.657363891601562,40.02311706542969
2015-05-07,21.3439998626709,28.121761322021484,27.004108428955078,40.3863410949707
2015-05-08,21.684499740600586,28.651599884033203,27.348360061645508,41.29439163208008
2015-05-11,21.642499923706055,28.35973358154297,27.190431594848633,40.965763092041016
2015-05-12,21.551000595092773,28.258710861206055,26.839204788208008,40.94846725463867
2015-05-13,21.3435001373291,28.290138244628906,26.87706756591797,41.19062423706055
2015-05-14,21.61400032043457,28.95018196105957,27.360815048217773,42.13324737548828
2015-05-15,21.299999237060547,28.9097843170166,27.22580337524414,41.77002716064453
2015-05-18,21.261999130249023,29.228578567504883,27.234771728515625,41.51922607421875
2015-05-19,21.085500717163086,29.201644897460938,27.36479949951172,41.41478729248047
2015-05-20,21.19300079345703,29.199398040771484,27.525714874267578,41.41478729248047
2015-05-21,21.581499099731445,29.49798583984375,27.739940643310547,41.27550506591797
2015-05-22,21.381500244140625,29.75616455078125,27.6258544921875,40.82291030883789
2015-05-26,21.273500442504883,29.100610733032227,27.260679244995117,40.55305480957031
2015-05-27,21.570999145507812,29.6439151763916,27.612401962280273,41.44089889526367
2015-05-28,21.328500747680664,29.585542678833008,27.60891342163086,41.301631927490234
2015-05-29,21.46150016784668,29.248790740966797,27.167516708374023,40.78809356689453
2015-06-01,21.54599952697754,29.307159423828125,27.361312866210938,41.11013412475586
2015-06-02,21.54949951171875,29.17694091796875,27.597455978393555,40.840293884277344
2015-06-03,21.829500198364258,29.212860107421875,27.664215087890625,40.77937698364258
2015-06-04,21.538999557495117,29.042236328125,27.484865188598633,40.352867126464844
2015-06-05,21.34749984741211,28.882835388183594,27.377256393432617,40.16136932373047
2015-06-08,21.174999237060547,28.692007064819336,27.075849533081055,39.80450439453125
2015-06-09,21.27400016784668,28.606698989868164,27.01008415222168,39.7348747253418
